"AWV","Aircrewmen Avionics (AWV)","Enlisted"
"AZ","Aviation Maintenance Administrationman","Enlisted"
"BT","Boiler Technician","Enlisted"
"BU","Builder","Enlisted"
"CE","Construction Electrician","Enlisted"
"CM","Construction Mechanic","Enlisted"
"CS","Culinary Specialist","Enlisted"
"CTA","Cryptologic Technician, Administrative","Enlisted"
"CTI","Cryptologic Technician, Interpretive","Enlisted"
"CTM","Cryptologic Technician, Maintenance","Enlisted"
"CTN","Cryptologic Technician Networks","Enlisted"
"CTO","Cryptologic Technician Communications","Enlisted"
"CTR","Communications Intelligence Collection Operator","Enlisted"
"CTT","Cryptologic Technician, Technical","Enlisted"
"DC","Damage Controlman","Enlisted"
"DK","Disbursing Clerk","Enlisted"
"DM","Illustrator Draftsman","Enlisted"
"DP","Data Processing Technician","Enlisted"
"DS","Data Systems Technician","Enlisted"
"DT","Dental Technician","Enlisted"
"EA","Engineering Aid","Enlisted"
"EO","Equipment Operator","Enlisted"
"EOD","Explosive Ordnance Disposal","Enlisted"
"EQ","Equipmentman","Enlisted"
"ET","Electronics Technician","Enlisted"
"FC","Fire Controlman","Enlisted"
"FT","Fire Control Technician (Submarine)","Enlisted"
"GSE","Gas Turbine Systems Technician, Electrical","Enlisted"
"GSM","Gas Turbine Systems Technician, Mechanical","Enlisted"
"HM","Hospital Corpsman","Enlisted"
"HT","Hull Maintenance Technician","Enlisted"
"IM","Instrumentman","Enlisted"
"IS","Intelligence Specialist","Enlisted"
"IT","Information Systems Technician","Enlisted"
"JO","Journalist","Enlisted"
"LI","Lithographer","Enlisted"
"LN","Legalman","Enlisted"
"LS","Logistics Support","Enlisted"
"MA","Master-At-Arms","Enlisted"
"MC","Mass Communication Specialist","Enlisted"
"ML","Molder","Enlisted"
"MN","Mineman","Enlisted"
"MR","Machinery Repairman","Enlisted"
"MS","Mess Management Specialist","Enlisted"
"MT","Missile Technician","Enlisted"
"MU","Musician","Enlisted"
"NC","Navy Counselor","Enlisted"
"ND","Navy Diver","Enlisted"
"OM","Opticalman","Enlisted"
"OT","Ocean Systems Technician","Enlisted"
"OTA","Ocean Systems Technician Analyst","Enlisted"
"OTM","Ocean Systems Technician Maintainer","Enlisted"
"PC","Postal Clerk","Enlisted"
"PM","Patternmaker","Enlisted"
"PN","Personnelman","Enlisted"
"PR","Aircrew Survival Equipmentman","Enlisted"
"PS","Personnel Specialist","Enlisted"
"RP","Religious Program Specialist","Enlisted"
"SB","Special Warfare Boat Operator","Enlisted"
"SK","Storekeeper","Enlisted"
"SM","Signalman","Enlisted"
"STG","Sonar Technician, Surface","Enlisted"
"STS","Sonar Technician, Submarine","Enlisted"
"SW","Steelworker","Enlisted"
"UT","Utilitiesman","Enlisted"
"YN","Yeoman","Enlisted"
